antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
"frozenset({'food', 'drugstore'})","frozenset({'point_of_interest', 'convenience_store', 'store', 'health'})",0.011597142605168,0.0116412382044271,0.011376664608872,0.9809885931558936,84.26840649844453,0.0112416595093145,51.98767087044729,0.9997271345496422
"frozenset({'food', 'store', 'drugstore'})","frozenset({'establishment', 'convenience_store', 'health'})",0.011597142605168,0.0116412382044271,0.011376664608872,0.9809885931558936,84.26840649844453,0.0112416595093145,51.98767087044729,0.9997271345496422
"frozenset({'food', 'point_of_interest', 'store', 'drugstore'})","frozenset({'establishment', 'convenience_store', 'health'})",0.011597142605168,0.0116412382044271,0.011376664608872,0.9809885931558936,84.26840649844453,0.0112416595093145,51.98767087044729,0.9997271345496422
"frozenset({'food', 'drugstore', 'establishment'})","frozenset({'convenience_store', 'health'})",0.011597142605168,0.0116412382044271,0.011376664608872,0.9809885931558936,84.26840649844453,0.0112416595093145,51.98767087044729,0.9997271345496422
"frozenset({'food', 'drugstore'})","frozenset({'establishment', 'convenience_store', 'health'})",0.011597142605168,0.0116412382044271,0.011376664608872,0.9809885931558936,84.26840649844453,0.0112416595093145,51.98767087044729,0.9997271345496422
"frozenset({'food', 'point_of_interest', 'drugstore'})","frozenset({'convenience_store', 'health'})",0.011597142605168,0.0116412382044271,0.011376664608872,0.9809885931558936,84.26840649844453,0.0112416595093145,51.98767087044729,0.9997271345496422
"frozenset({'food', 'drugstore'})","frozenset({'establishment', 'convenience_store', 'point_of_interest', 'health'})",0.011597142605168,0.0116412382044271,0.011376664608872,0.9809885931558936,84.26840649844453,0.0112416595093145,51.98767087044729,0.9997271345496422
"frozenset({'food', 'drugstore'})","frozenset({'convenience_store', 'point_of_interest', 'health'})",0.011597142605168,0.0116412382044271,0.011376664608872,0.9809885931558936,84.26840649844453,0.0112416595093145,51.98767087044729,0.9997271345496422
"frozenset({'food', 'store', 'drugstore', 'establishment'})","frozenset({'convenience_store', 'health'})",0.011597142605168,0.0116412382044271,0.011376664608872,0.9809885931558936,84.26840649844453,0.0112416595093145,51.98767087044729,0.9997271345496422
"frozenset({'food', 'drugstore', 'establishment'})","frozenset({'convenience_store', 'store', 'health'})",0.011597142605168,0.0116412382044271,0.011376664608872,0.9809885931558936,84.26840649844453,0.0112416595093145,51.98767087044729,0.9997271345496422
"frozenset({'food', 'drugstore', 'establishment'})","frozenset({'point_of_interest', 'convenience_store', 'store', 'health'})",0.011597142605168,0.0116412382044271,0.011376664608872,0.9809885931558936,84.26840649844453,0.0112416595093145,51.98767087044729,0.9997271345496422
"frozenset({'food', 'store', 'drugstore'})","frozenset({'establishment', 'convenience_store', 'point_of_interest', 'health'})",0.011597142605168,0.0116412382044271,0.011376664608872,0.9809885931558936,84.26840649844453,0.0112416595093145,51.98767087044729,0.9997271345496422
"frozenset({'food', 'point_of_interest', 'drugstore'})","frozenset({'establishment', 'convenience_store', 'store', 'health'})",0.011597142605168,0.0116412382044271,0.011376664608872,0.9809885931558936,84.26840649844453,0.0112416595093145,51.98767087044729,0.9997271345496422
"frozenset({'food', 'establishment', 'store', 'point_of_interest', 'drugstore'})","frozenset({'convenience_store', 'health'})",0.011597142605168,0.0116412382044271,0.011376664608872,0.9809885931558936,84.26840649844453,0.0112416595093145,51.98767087044729,0.9997271345496422
"frozenset({'food', 'store', 'drugstore', 'establishment'})","frozenset({'convenience_store', 'point_of_interest', 'health'})",0.011597142605168,0.0116412382044271,0.011376664608872,0.9809885931558936,84.26840649844453,0.0112416595093145,51.98767087044729,0.9997271345496422
