,principal_components,explained_variance,cumulative_variance
0,principal_component_1,0.3312314802866932,0.3312314802866932
1,principal_component_2,0.28130734578738614,0.6125388260740794
2,principal_component_3,0.21866501748454142,0.8312038435586209
3,principal_component_4,0.16879615644137924,1.0
