Column,Null Count
Resort,0
state_province_territory,0
Country,0
City,0
Overall Rating,0
Elevation Difference,0
Elevation Low,0
Elevation High,0
Trails Total,0
Trails Easy,0
Trails Intermediate,0
Trails Difficult,0
Lifts,0
Price,0
Resort Size,0
Run Variety,0
Lifts Quality,0
Latitude,0
Longitude,0
Pass,0
Region,0
