Column,Null Count
datetime,0
tempmax,0
tempmin,0
temp,0
feelslikemax,0
feelslikemin,0
feelslike,0
dew,0
humidity,0
precip,0
precipprob,0
precipcover,0
snow,0
snowdepth,0
windgust,0
windspeed,0
winddir,0
pressure,0
cloudcover,0
visibility,0
solarradiation,0
solarenergy,0
uvindex,0
sunrise,0
sunset,0
moonphase,0
icon,0
stations,0
resort,0
tzoffset,0
severerisk,0
type_freezingrain,0
type_ice,0
type_none,0
type_rain,0
type_snow,0
